178,200,199,165,97,71,18,0,0,0,0,0,0,0,0,0
195,214,213,178,88,104,69,0,0,0,0,0,0,0,0,0
162,180,180,145,56,59,20,0,0,0,0,0,0,0,0,0
126,141,140,108,26,15,0,0,0,0,0,0,0,0,0,0
100,161,166,139,64,0,0,0,0,0,0,0,0,0,0,0
154,179,186,161,90,0,0,0,0,0,0,0,0,0,0,0
160,166,166,145,90,0,0,0,0,0,0,0,0,0,0,0
118,125,125,104,48,0,0,0,0,0,0,0,0,0,0,0
86,141,146,123,67,30,0,0,0,0,0,0,0,0,0,0
161,182,158,88,38,6,0,0,0,0,0,0,0,0,0,0
255,255,206,150,135,92,28,0,0,0,0,0,0,0,0,0
255,253,209,128,92,54,0,0,0,0,0,0,0,0,0,0
228,222,196,139,89,61,1,0,0,0,0,0,0,0,0,0
210,218,215,184,110,104,61,0,0,0,0,0,0,0,0,0
185,200,198,161,92,78,33,0,0,0,0,0,0,0,0,0
140,153,150,112,78,61,13,0,0,0,0,0,0,0,0,0
91,106,102,63,33,18,0,0,0,0,0,0,0,0,0,0
57,64,58,16,0,0,0,0,0,0,0,0,0,0,0,0
75,126,133,107,36,0,0,0,0,0,0,0,0,0,0,0
141,168,173,145,61,0,0,0,0,0,0,0,0,0,0,0
143,162,166,136,45,0,0,0,0,0,0,0,0,0,0,0
94,112,116,86,0,0,0,0,0,0,0,0,0,0,0,0
52,66,68,39,0,0,0,0,0,0,0,0,0,0,0,0
45,51,35,0,0,0,0,0,0,0,0,0,0,0,0,0
28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,46,22,18,0,0,0,0,0,0,0,0,0,0,0,0
167,190,188,149,0,29,6,0,0,0,0,0,0,0,0,0
157,190,193,147,117,106,68,0,0,0,0,0,0,0,0,0
184,218,225,192,105,105,62,0,0,0,0,0,0,0,0,0
202,199,183,156,112,104,50,0,0,0,0,0,0,0,0,0
192,181,149,115,84,69,14,0,0,0,0,0,0,0,0,0
160,147,111,100,95,74,22,0,0,0,0,0,0,0,0,0
172,154,111,137,129,111,67,0,0,0,0,0,0,0,0,0
166,148,106,104,106,91,43,0,0,0,0,0,0,0,0,0
199,180,146,141,114,81,40,0,0,0,0,0,0,0,0,0
194,215,217,181,136,116,68,0,0,0,0,0,0,0,0,0
234,251,248,213,153,134,74,28,10,1,0,0,0,0,0,0
230,234,227,198,139,114,70,0,0,0,0,0,0,0,0,0
221,221,205,168,110,77,34,0,0,0,0,0,0,0,0,0
198,194,175,151,107,89,51,0,0,0,0,0,0,0,0,0
255,255,237,119,129,99,23,0,0,0,0,0,0,0,0,0
255,248,210,158,127,112,48,7,0,0,0,0,0,0,0,0
219,221,192,133,115,92,46,4,0,0,0,0,0,0,0,0
172,193,176,118,109,101,59,0,0,0,0,0,0,0,0,0
171,175,164,129,88,75,28,0,0,0,0,0,0,0,0,0
167,168,154,112,87,71,21,0,0,0,0,0,0,0,0,0
178,231,230,193,105,105,65,1,0,0,0,0,0,0,0,0
178,224,226,193,121,113,70,0,0,0,0,0,0,0,0,0
166,202,203,169,108,89,41,0,0,0,0,0,0,0,0,0
161,164,157,125,76,65,19,0,0,0,0,0,0,0,0,0
131,128,113,79,34,20,0,0,0,0,0,0,0,0,0,0
118,111,83,34,6,0,0,0,0,0,0,0,0,0,0,0
94,82,42,0,0,0,0,0,0,0,0,0,0,0,0,0
76,64,27,0,0,0,0,0,0,0,0,0,0,0,0,0
110,122,112,73,25,0,0,0,0,0,0,0,0,0,0,0
151,159,152,111,54,41,4,0,0,0,0,0,0,0,0,0
255,255,232,143,76,66,24,0,0,0,0,0,0,0,0,0
255,255,232,112,81,97,38,40,25,14,1,0,0,0,0,0
245,246,223,168,78,104,65,14,0,0,0,0,0,0,0,0
231,225,197,152,117,105,64,0,0,0,0,0,0,0,0,0
195,195,178,143,113,101,66,0,0,0,0,0,0,0,0,0
198,188,162,128,101,92,46,0,0,0,0,0,0,0,0,0
199,188,161,131,108,76,28,0,0,0,0,0,0,0,0,0
177,170,138,100,68,43,0,0,0,0,0,0,0,0,0,0
180,171,146,118,72,12,0,0,0,0,0,0,0,0,0,0
141,145,135,101,34,19,0,0,0,0,0,0,0,0,0,0
119,145,159,144,88,17,0,0,0,0,0,0,0,0,0,0
205,219,218,187,103,88,57,0,0,0,0,0,0,0,0,0
197,224,221,180,91,75,38,1,0,0,0,0,0,0,0,0
203,213,207,170,112,95,52,0,0,0,0,0,0,0,0,0
159,167,163,130,86,67,18,0,0,0,0,0,0,0,0,0
115,158,153,118,52,26,0,0,0,0,0,0,0,0,0,0
171,166,154,122,92,76,11,0,0,0,0,0,0,0,0,0
157,163,149,115,70,53,0,0,0,0,0,0,0,0,0,0
245,236,199,140,109,86,0,13,0,0,0,0,0,0,0,0
234,229,198,160,127,107,68,0,0,0,0,0,0,0,0,0
209,209,198,169,115,70,40,0,0,0,0,0,0,0,0,0
170,187,178,142,118,115,81,0,0,0,0,0,0,0,0,0
255,255,226,141,103,85,63,25,12,0,0,0,0,0,0,0
237,234,203,111,70,50,33,9,0,0,0,0,0,0,0,0
243,235,203,138,47,20,0,0,0,0,0,0,0,0,0,0
211,226,223,188,98,31,26,5,0,0,0,0,0,0,0,0
201,197,182,138,75,48,15,0,0,0,0,0,0,0,0,0
211,202,179,138,53,29,0,0,0,0,0,0,0,0,0,0
186,175,147,100,12,0,0,0,0,0,0,0,0,0,0,0
175,162,122,53,0,0,0,0,0,0,0,0,0,0,0,0
188,172,118,22,4,0,0,0,0,0,0,0,0,0,0,0
148,141,100,0,0,0,0,0,0,0,0,0,0,0,0,0
195,179,125,18,0,0,0,0,0,0,0,0,0,0,0,0
178,162,107,1,0,0,0,0,0,0,0,0,0,0,0,0
173,161,125,77,14,0,0,0,0,0,0,0,0,0,0,0
255,255,233,154,75,61,44,29,16,5,0,0,0,0,0,0
255,255,232,135,112,66,31,5,0,0,0,0,0,0,0,0
249,231,199,162,105,78,12,0,0,0,0,0,0,0,0,0
229,214,176,124,79,39,0,0,0,0,0,0,0,0,0,0
178,181,159,123,79,52,5,0,0,0,0,0,0,0,0,0
255,255,235,161,82,60,50,32,19,9,0,0,0,0,0,0
255,255,222,145,86,39,23,0,0,0,0,0,0,0,0,0
255,245,208,153,82,80,30,0,0,0,0,0,0,0,0,0
209,195,165,127,89,69,12,0,0,0,0,0,0,0,0,0
200,192,161,108,75,47,9,0,0,0,0,0,0,0,0,0
201,187,145,128,88,49,15,0,0,0,0,0,0,0,0,0
184,166,140,125,88,62,22,0,0,0,0,0,0,0,0,0
211,194,174,165,145,115,61,0,0,0,0,0,0,0,0,0
189,215,219,188,127,95,43,0,0,0,0,0,0,0,0,0
153,199,206,177,130,108,58,0,0,0,0,0,0,0,0,0
171,194,196,167,117,82,23,0,0,0,0,0,0,0,0,0
157,172,172,141,98,78,31,0,0,0,0,0,0,0,0,0
167,161,145,128,105,91,46,0,0,0,0,0,0,0,0,0
143,178,186,161,112,100,59,0,0,0,0,0,0,0,0,0
125,147,153,130,88,73,28,0,0,0,0,0,0,0,0,0
209,253,228,130,102,85,61,44,32,20,8,0,0,0,0,0
248,247,215,121,95,61,45,24,11,0,0,0,0,0,0,0
208,215,187,91,53,28,15,0,0,0,0,0,0,0,0,0
196,191,157,77,68,39,0,0,0,0,0,0,0,0,0,0
183,193,184,142,60,24,0,0,0,0,0,0,0,0,0,0
190,205,199,155,59,27,0,0,0,0,0,0,0,0,0,0
203,223,221,184,96,66,23,0,0,0,0,0,0,0,0,0
172,188,186,149,69,44,2,0,0,0,0,0,0,0,0,0
128,142,140,103,24,17,0,0,0,0,0,0,0,0,0,0
131,131,120,93,60,37,0,0,0,0,0,0,0,0,0,0
89,88,76,47,18,0,0,0,0,0,0,0,0,0,0,0
72,115,104,70,79,43,0,0,0,0,0,0,0,0,0,0
163,192,200,176,113,52,10,0,0,0,0,0,0,0,0,0
149,178,187,164,100,39,0,0,0,0,0,0,0,0,0,0
159,156,153,131,72,48,0,0,0,0,0,0,0,0,0,0
115,118,121,104,49,9,0,0,0,0,0,0,0,0,0,0
96,135,130,111,53,0,0,0,0,0,0,0,0,0,0,0
68,105,109,90,31,0,0,0,0,0,0,0,0,0,0,0
98,106,112,97,53,2,0,0,0,0,0,0,0,0,0,0
