143,157,151,110,41,8,0,0,0,0,0,0,0,0,0,0
241,255,241,142,96,83,69,55,43,31,22,7,1,0,0,0
255,255,255,159,76,85,67,55,42,31,19,8,0,0,0,0
255,253,216,118,30,48,23,13,0,0,0,0,0,0,0,0
235,227,192,101,20,28,1,0,0,0,0,0,0,0,0,0
193,184,148,72,12,0,0,0,0,0,0,0,0,0,0,0
159,165,154,121,53,0,0,0,0,0,0,0,0,0,0,0
188,203,199,161,61,65,22,0,0,0,0,0,0,0,0,0
141,180,182,150,75,50,1,0,0,0,0,0,0,0,0,0
142,158,170,140,53,54,11,0,0,0,0,0,0,0,0,0
121,120,122,99,52,36,0,0,0,0,0,0,0,0,0,0
148,190,193,165,91,87,43,0,0,0,0,0,0,0,0,0
177,191,192,164,78,43,13,0,0,0,0,0,0,0,0,0
208,201,186,159,97,55,11,0,0,0,0,0,0,0,0,0
210,197,159,117,52,13,0,0,0,0,0,0,0,0,0,0
186,175,141,88,36,24,0,0,0,0,0,0,0,0,0,0
196,184,141,65,32,31,0,0,0,0,0,0,0,0,0,0
210,194,137,79,37,24,0,0,0,0,0,0,0,0,0,0
220,204,151,95,79,47,0,0,0,0,0,0,0,0,0,0
187,196,183,141,47,17,0,0,0,0,0,0,0,0,0,0
206,198,173,130,49,49,4,0,0,0,0,0,0,0,0,0
255,255,249,177,118,60,66,48,35,23,15,0,0,0,0,0
255,255,255,173,112,104,75,64,51,40,29,19,8,0,0,0
250,249,220,138,72,61,39,24,11,0,0,0,0,0,0,0
225,228,201,117,64,31,24,7,0,0,0,0,0,0,0,0
180,180,164,108,34,21,0,0,0,0,0,0,0,0,0,0
240,241,210,84,58,61,40,28,15,3,0,0,0,0,0,0
253,243,207,121,62,30,9,0,0,0,0,0,0,0,0,0
206,202,174,104,58,16,0,0,0,0,0,0,0,0,0,0
218,208,174,117,54,0,0,0,0,0,0,0,0,0,0,0
205,198,169,120,90,57,18,0,0,0,0,0,0,0,0,0
186,214,217,184,114,89,45,0,0,0,0,0,0,0,0,0
153,183,185,152,108,100,63,0,0,0,0,0,0,0,0,0
201,191,168,133,77,67,26,0,0,0,0,0,0,0,0,0
213,193,136,123,81,77,37,0,0,0,0,0,0,0,0,0
189,160,150,129,57,48,5,0,0,0,0,0,0,0,0,0
159,146,131,111,34,8,0,0,0,0,0,0,0,0,0,0
161,153,125,81,37,15,0,0,0,0,0,0,0,0,0,0
120,124,102,57,21,0,0,0,0,0,0,0,0,0,0,0
168,152,96,23,0,0,0,0,0,0,0,0,0,0,0,0
189,173,116,3,0,0,0,0,0,0,0,0,0,0,0,0
255,255,255,171,54,58,51,32,19,6,0,0,0,0,0,0
255,255,220,128,26,30,9,0,0,0,0,0,0,0,0,0
227,221,179,136,57,42,10,0,0,0,0,0,0,0,0,0
211,217,208,171,112,99,57,0,0,0,0,0,0,0,0,0
255,251,216,148,89,94,29,27,11,0,0,0,0,0,0,0
255,255,255,169,78,90,19,28,11,0,0,0,0,0,0,0
255,255,223,143,75,51,19,5,0,0,0,0,0,0,0,0
234,224,190,118,30,10,0,0,0,0,0,0,0,0,0,0
189,184,154,88,31,0,0,0,0,0,0,0,0,0,0,0
168,163,143,102,30,0,0,0,0,0,0,0,0,0,0,0
125,146,145,112,37,0,0,0,0,0,0,0,0,0,0,0
154,178,177,146,80,53,12,0,0,0,0,0,0,0,0,0
150,170,170,137,74,50,11,0,0,0,0,0,0,0,0,0
156,179,181,148,56,62,24,0,0,0,0,0,0,0,0,0
153,161,167,139,114,109,72,0,0,0,0,0,0,0,0,0
158,176,175,139,105,102,62,0,0,0,0,0,0,0,0,0
186,189,178,138,90,68,22,0,0,0,0,0,0,0,0,0
163,172,170,143,86,20,0,0,0,0,0,0,0,0,0,0
146,180,187,167,112,43,12,0,0,0,0,0,0,0,0,0
101,194,196,163,74,65,36,0,0,0,0,0,0,0,0,0
142,189,186,145,46,46,8,0,0,0,0,0,0,0,0,0
124,166,149,131,100,66,15,0,0,0,0,0,0,0,0,0
255,255,212,98,90,65,9,0,0,0,0,0,0,0,0,0
255,255,255,171,87,75,57,42,30,18,8,0,0,0,0,0
255,255,228,157,80,72,47,10,0,0,0,0,0,0,0,0
255,244,205,121,50,40,8,0,0,0,0,0,0,0,0,0
